COD_MUN;NOME_MUN;POP;REGIAO;TAM_MUN
3167905;Tabuleiro - MG;    3708;Sudeste;Ate 50 mil hab.
3168002;Taiobeiras - MG;   34397;Sudeste;Ate 50 mil hab.
3168051;Taparuba - MG;    3101;Sudeste;Ate 50 mil hab.
3168101;Tapira - MG;    4832;Sudeste;Ate 50 mil hab.
3168200;Tapiraí - MG;    1872;Sudeste;Ate 50 mil hab.
3168309;Taquaraçu de Minas - MG;    4099;Sudeste;Ate 50 mil hab.
3168408;Tarumirim - MG;   14302;Sudeste;Ate 50 mil hab.
3168507;Teixeiras - MG;   11670;Sudeste;Ate 50 mil hab.
3168606;Teófilo Otoni - MG;  140937;Sudeste;De 50 mil a 200 mil hab.
3168705;Timóteo - MG;   90568;Sudeste;De 50 mil a 200 mil hab.
3168804;Tiradentes - MG;    8072;Sudeste;Ate 50 mil hab.
3168903;Tiros - MG;    6424;Sudeste;Ate 50 mil hab.
3169000;Tocantins - MG;   16715;Sudeste;Ate 50 mil hab.
3169059;Tocos do Moji - MG;    4109;Sudeste;Ate 50 mil hab.
3169109;Toledo - MG;    6297;Sudeste;Ate 50 mil hab.
3169208;Tombos - MG;    7850;Sudeste;Ate 50 mil hab.
3169307;Três Corações - MG;   80032;Sudeste;De 50 mil a 200 mil hab.
3169356;Três Marias - MG;   32716;Sudeste;Ate 50 mil hab.
3169406;Três Pontas - MG;   56940;Sudeste;De 50 mil a 200 mil hab.
3169505;Tumiritinga - MG;    6765;Sudeste;Ate 50 mil hab.
3169604;Tupaciguara - MG;   25398;Sudeste;Ate 50 mil hab.
3169703;Turmalina - MG;   20125;Sudeste;Ate 50 mil hab.
3169802;Turvolândia - MG;    5070;Sudeste;Ate 50 mil hab.
3169901;Ubá - MG;  116797;Sudeste;De 50 mil a 200 mil hab.
3170008;Ubaí - MG;   12599;Sudeste;Ate 50 mil hab.
3170057;Ubaporanga - MG;   12493;Sudeste;Ate 50 mil hab.
3170107;Uberaba - MG;  337092;Sudeste;De 200 mil a 500 mil hab.
3170206;Uberlândia - MG;  699097;Sudeste;Acima de 500 mil hab.
3170305;Umburatiba - MG;    2596;Sudeste;Ate 50 mil hab.
3170404;Unaí - MG;   84930;Sudeste;De 50 mil a 200 mil hab.
3170438;União de Minas - MG;    4284;Sudeste;Ate 50 mil hab.
3170479;Uruana de Minas - MG;    3260;Sudeste;Ate 50 mil hab.
3170503;Urucânia - MG;   10345;Sudeste;Ate 50 mil hab.
3170529;Urucuia - MG;   17173;Sudeste;Ate 50 mil hab.
3170578;Vargem Alegre - MG;    6470;Sudeste;Ate 50 mil hab.
3170602;Vargem Bonita - MG;    2148;Sudeste;Ate 50 mil hab.
3170651;Vargem Grande do Rio Pardo - MG;    5026;Sudeste;Ate 50 mil hab.
3170701;Varginha - MG;  136602;Sudeste;De 50 mil a 200 mil hab.
3170750;Varjão de Minas - MG;    7138;Sudeste;Ate 50 mil hab.
3170800;Várzea da Palma - MG;   39803;Sudeste;Ate 50 mil hab.
3170909;Varzelândia - MG;   19305;Sudeste;Ate 50 mil hab.
3171006;Vazante - MG;   20642;Sudeste;Ate 50 mil hab.
3171030;Verdelândia - MG;    9443;Sudeste;Ate 50 mil hab.
3171071;Veredinha - MG;    5727;Sudeste;Ate 50 mil hab.
3171105;Veríssimo - MG;    4045;Sudeste;Ate 50 mil hab.
3171154;Vermelho Novo - MG;    4846;Sudeste;Ate 50 mil hab.
3171204;Vespasiano - MG;  129765;Sudeste;De 50 mil a 200 mil hab.
3171303;Viçosa - MG;   79388;Sudeste;De 50 mil a 200 mil hab.
3171402;Vieiras - MG;    3589;Sudeste;Ate 50 mil hab.
3171501;Mathias Lobato - MG;    3179;Sudeste;Ate 50 mil hab.
3171600;Virgem da Lapa - MG;   13740;Sudeste;Ate 50 mil hab.
3171709;Virgínia - MG;    8663;Sudeste;Ate 50 mil hab.
3171808;Virginópolis - MG;   10484;Sudeste;Ate 50 mil hab.
3171907;Virgolândia - MG;    5340;Sudeste;Ate 50 mil hab.
3172004;Visconde do Rio Branco - MG;   42965;Sudeste;Ate 50 mil hab.
3172103;Volta Grande - MG;    5261;Sudeste;Ate 50 mil hab.
3172202;Wenceslau Braz - MG;    2548;Sudeste;Ate 50 mil hab.
3200102;Afonso Cláudio - ES;   30455;Sudeste;Ate 50 mil hab.
3200136;Águia Branca - ES;    9631;Sudeste;Ate 50 mil hab.
3200169;Água Doce do Norte - ES;   10909;Sudeste;Ate 50 mil hab.
3200201;Alegre - ES;   29975;Sudeste;Ate 50 mil hab.
3200300;Alfredo Chaves - ES;   14636;Sudeste;Ate 50 mil hab.
3200359;Alto Rio Novo - ES;    7874;Sudeste;Ate 50 mil hab.
3200409;Anchieta - ES;   29779;Sudeste;Ate 50 mil hab.
3200508;Apiacá - ES;    7554;Sudeste;Ate 50 mil hab.
3200607;Aracruz - ES;  103101;Sudeste;De 50 mil a 200 mil hab.
3200706;Atílio Vivácqua - ES;   12105;Sudeste;Ate 50 mil hab.
3200805;Baixo Guandu - ES;   31132;Sudeste;Ate 50 mil hab.
3200904;Barra de São Francisco - ES;   44979;Sudeste;Ate 50 mil hab.
3201001;Boa Esperança - ES;   15092;Sudeste;Ate 50 mil hab.
3201100;Bom Jesus do Norte - ES;    9962;Sudeste;Ate 50 mil hab.
3201159;Brejetuba - ES;   12427;Sudeste;Ate 50 mil hab.
3201209;Cachoeiro de Itapemirim - ES;  210589;Sudeste;De 200 mil a 500 mil hab.
3201308;Cariacica - ES;  383917;Sudeste;De 200 mil a 500 mil hab.
3201407;Castelo - ES;   37747;Sudeste;Ate 50 mil hab.
3201506;Colatina - ES;  123400;Sudeste;De 50 mil a 200 mil hab.
3201605;Conceição da Barra - ES;   31273;Sudeste;Ate 50 mil hab.
3201704;Conceição do Castelo - ES;   12806;Sudeste;Ate 50 mil hab.
3201803;Divino de São Lourenço - ES;    4270;Sudeste;Ate 50 mil hab.
3201902;Domingos Martins - ES;   33986;Sudeste;Ate 50 mil hab.
3202009;Dores do Rio Preto - ES;    6771;Sudeste;Ate 50 mil hab.
3202108;Ecoporanga - ES;   22835;Sudeste;Ate 50 mil hab.
3202207;Fundão - ES;   21948;Sudeste;Ate 50 mil hab.
3202256;Governador Lindenberg - ES;   12880;Sudeste;Ate 50 mil hab.
3202306;Guaçuí - ES;   31122;Sudeste;Ate 50 mil hab.
3202405;Guarapari - ES;  126701;Sudeste;De 50 mil a 200 mil hab.
3202454;Ibatiba - ES;   26426;Sudeste;Ate 50 mil hab.
3202504;Ibiraçu - ES;   12591;Sudeste;Ate 50 mil hab.
3202553;Ibitirama - ES;    8859;Sudeste;Ate 50 mil hab.
3202603;Iconha - ES;   13973;Sudeste;Ate 50 mil hab.
3202652;Irupi - ES;   13526;Sudeste;Ate 50 mil hab.
3202702;Itaguaçu - ES;   14023;Sudeste;Ate 50 mil hab.
3202801;Itapemirim - ES;   34656;Sudeste;Ate 50 mil hab.
3202900;Itarana - ES;   10494;Sudeste;Ate 50 mil hab.
3203007;Iúna - ES;   29290;Sudeste;Ate 50 mil hab.
3203056;Jaguaré - ES;   31039;Sudeste;Ate 50 mil hab.
3203106;Jerônimo Monteiro - ES;   12265;Sudeste;Ate 50 mil hab.
3203130;João Neiva - ES;   16722;Sudeste;Ate 50 mil hab.
3203163;Laranja da Terra - ES;   10933;Sudeste;Ate 50 mil hab.
3203205;Linhares - ES;  176688;Sudeste;De 50 mil a 200 mil hab.
3203304;Mantenópolis - ES;   15503;Sudeste;Ate 50 mil hab.
3203320;Marataízes - ES;   38883;Sudeste;Ate 50 mil hab.
3203346;Marechal Floriano - ES;   16920;Sudeste;Ate 50 mil hab.
3203353;Marilândia - ES;   12963;Sudeste;Ate 50 mil hab.
3203403;Mimoso do Sul - ES;   26115;Sudeste;Ate 50 mil hab.
3203502;Montanha - ES;   18894;Sudeste;Ate 50 mil hab.
3203601;Mucurici - ES;    5496;Sudeste;Ate 50 mil hab.
3203700;Muniz Freire - ES;   17319;Sudeste;Ate 50 mil hab.
3203809;Muqui - ES;   15526;Sudeste;Ate 50 mil hab.
3203908;Nova Venécia - ES;   50434;Sudeste;De 50 mil a 200 mil hab.
3204005;Pancas - ES;   23306;Sudeste;Ate 50 mil hab.
3204054;Pedro Canário - ES;   26381;Sudeste;Ate 50 mil hab.
3204104;Pinheiros - ES;   27327;Sudeste;Ate 50 mil hab.
3204203;Piúma - ES;   22053;Sudeste;Ate 50 mil hab.
3204252;Ponto Belo - ES;    7940;Sudeste;Ate 50 mil hab.
3204302;Presidente Kennedy - ES;   11658;Sudeste;Ate 50 mil hab.
3204351;Rio Bananal - ES;   19271;Sudeste;Ate 50 mil hab.
3204401;Rio Novo do Sul - ES;   11626;Sudeste;Ate 50 mil hab.
3204500;Santa Leopoldina - ES;   12197;Sudeste;Ate 50 mil hab.
3204559;Santa Maria de Jetibá - ES;   41015;Sudeste;Ate 50 mil hab.
3204609;Santa Teresa - ES;   23724;Sudeste;Ate 50 mil hab.
3204658;São Domingos do Norte - ES;    8687;Sudeste;Ate 50 mil hab.
3204708;São Gabriel da Palha - ES;   38522;Sudeste;Ate 50 mil hab.
3204807;São José do Calçado - ES;   10546;Sudeste;Ate 50 mil hab.
3204906;São Mateus - ES;  132642;Sudeste;De 50 mil a 200 mil hab.
3204955;São Roque do Canaã - ES;   12510;Sudeste;Ate 50 mil hab.
3205002;Serra - ES;  527240;Sudeste;Acima de 500 mil hab.
3205010;Sooretama - ES;   30680;Sudeste;Ate 50 mil hab.
3205036;Vargem Alta - ES;   21591;Sudeste;Ate 50 mil hab.
3205069;Venda Nova do Imigrante - ES;   25745;Sudeste;Ate 50 mil hab.
3205101;Viana - ES;   79500;Sudeste;De 50 mil a 200 mil hab.
3205150;Vila Pavão - ES;    9244;Sudeste;Ate 50 mil hab.
3205176;Vila Valério - ES;   14073;Sudeste;Ate 50 mil hab.
3205200;Vila Velha - ES;  501325;Sudeste;Acima de 500 mil hab.
3205309;Vitória - ES;  365855;Sudeste;De 200 mil a 500 mil hab.
3300100;Angra dos Reis - RJ;  207044;Sudeste;De 200 mil a 500 mil hab.
3300159;Aperibé - RJ;   11901;Sudeste;Ate 50 mil hab.
3300209;Araruama - RJ;  134293;Sudeste;De 50 mil a 200 mil hab.
3300225;Areal - RJ;   12669;Sudeste;Ate 50 mil hab.
3300233;Armação dos Búzios - RJ;   34477;Sudeste;Ate 50 mil hab.
3300258;Arraial do Cabo - RJ;   30593;Sudeste;Ate 50 mil hab.
3300308;Barra do Piraí - RJ;  100764;Sudeste;De 50 mil a 200 mil hab.
3300407;Barra Mansa - RJ;  184833;Sudeste;De 50 mil a 200 mil hab.
3300456;Belford Roxo - RJ;  513118;Sudeste;Acima de 500 mil hab.
3300506;Bom Jardim - RJ;   27616;Sudeste;Ate 50 mil hab.
3300605;Bom Jesus do Itabapoana - RJ;   37203;Sudeste;Ate 50 mil hab.
3300704;Cabo Frio - RJ;  230378;Sudeste;De 200 mil a 500 mil hab.
3300803;Cachoeiras de Macacu - RJ;   59303;Sudeste;De 50 mil a 200 mil hab.
3300902;Cambuci - RJ;   15514;Sudeste;Ate 50 mil hab.
3300936;Carapebus - RJ;   16586;Sudeste;Ate 50 mil hab.
3300951;Comendador Levy Gasparian - RJ;    8576;Sudeste;Ate 50 mil hab.
3301009;Campos dos Goytacazes - RJ;  511168;Sudeste;Acima de 500 mil hab.
3301108;Cantagalo - RJ;   20168;Sudeste;Ate 50 mil hab.
3301157;Cardoso Moreira - RJ;   12821;Sudeste;Ate 50 mil hab.
3301207;Carmo - RJ;   19030;Sudeste;Ate 50 mil hab.
3301306;Casimiro de Abreu - RJ;   45041;Sudeste;Ate 50 mil hab.
3301405;Conceição de Macabu - RJ;   23398;Sudeste;Ate 50 mil hab.
3301504;Cordeiro - RJ;   22041;Sudeste;Ate 50 mil hab.
3301603;Duas Barras - RJ;   11528;Sudeste;Ate 50 mil hab.
3301702;Duque de Caxias - RJ;  924624;Sudeste;Acima de 500 mil hab.
3301801;Engenheiro Paulo de Frontin - RJ;   14071;Sudeste;Ate 50 mil hab.
3301850;Guapimirim - RJ;   61388;Sudeste;De 50 mil a 200 mil hab.
3301876;Iguaba Grande - RJ;   28837;Sudeste;Ate 50 mil hab.
3301900;Itaboraí - RJ;  242543;Sudeste;De 200 mil a 500 mil hab.
3302007;Itaguaí - RJ;  134819;Sudeste;De 50 mil a 200 mil hab.
3302056;Italva - RJ;   15299;Sudeste;Ate 50 mil hab.
3302106;Itaocara - RJ;   23222;Sudeste;Ate 50 mil hab.
3302205;Itaperuna - RJ;  103800;Sudeste;De 50 mil a 200 mil hab.
3302254;Itatiaia - RJ;   32064;Sudeste;Ate 50 mil hab.
3302270;Japeri - RJ;  105548;Sudeste;De 50 mil a 200 mil hab.
3302304;Laje do Muriaé - RJ;    7326;Sudeste;Ate 50 mil hab.
3302403;Macaé - RJ;  261501;Sudeste;De 200 mil a 500 mil hab.
3302452;Macuco - RJ;    5623;Sudeste;Ate 50 mil hab.
3302502;Magé - RJ;  246433;Sudeste;De 200 mil a 500 mil hab.
3302601;Mangaratiba - RJ;   45220;Sudeste;Ate 50 mil hab.
3302700;Maricá - RJ;  164504;Sudeste;De 50 mil a 200 mil hab.
3302809;Mendes - RJ;   18648;Sudeste;Ate 50 mil hab.
3302858;Mesquita - RJ;  176569;Sudeste;De 50 mil a 200 mil hab.
3302908;Miguel Pereira - RJ;   25581;Sudeste;Ate 50 mil hab.
3303005;Miracema - RJ;   27154;Sudeste;Ate 50 mil hab.
3303104;Natividade - RJ;   15311;Sudeste;Ate 50 mil hab.
3303203;Nilópolis - RJ;  162693;Sudeste;De 50 mil a 200 mil hab.
3303302;Niterói - RJ;  515317;Sudeste;Acima de 500 mil hab.
3303401;Nova Friburgo - RJ;  191158;Sudeste;De 50 mil a 200 mil hab.
3303500;Nova Iguaçu - RJ;  823302;Sudeste;Acima de 500 mil hab.
3303609;Paracambi - RJ;   52683;Sudeste;De 50 mil a 200 mil hab.
3303708;Paraíba do Sul - RJ;   44518;Sudeste;Ate 50 mil hab.
3303807;Paraty - RJ;   43680;Sudeste;Ate 50 mil hab.
3303856;Paty do Alferes - RJ;   27858;Sudeste;Ate 50 mil hab.
3303906;Petrópolis - RJ;  306678;Sudeste;De 200 mil a 500 mil hab.
3303955;Pinheiral - RJ;   25364;Sudeste;Ate 50 mil hab.
3304003;Piraí - RJ;   29545;Sudeste;Ate 50 mil hab.
3304102;Porciúncula - RJ;   18960;Sudeste;Ate 50 mil hab.
3304110;Porto Real - RJ;   19974;Sudeste;Ate 50 mil hab.
3304128;Quatis - RJ;   14435;Sudeste;Ate 50 mil hab.
3304144;Queimados - RJ;  151335;Sudeste;De 50 mil a 200 mil hab.
3304151;Quissamã - RJ;   25126;Sudeste;Ate 50 mil hab.
3304201;Resende - RJ;  132312;Sudeste;De 50 mil a 200 mil hab.
3304300;Rio Bonito - RJ;   60573;Sudeste;De 50 mil a 200 mil hab.
3304409;Rio Claro - RJ;   18605;Sudeste;Ate 50 mil hab.
3304508;Rio das Flores - RJ;    9344;Sudeste;Ate 50 mil hab.
3304524;Rio das Ostras - RJ;  155193;Sudeste;De 50 mil a 200 mil hab.
3304557;Rio de Janeiro - RJ; 6747815;Sudeste;Acima de 500 mil hab.
3304607;Santa Maria Madalena - RJ;   10392;Sudeste;Ate 50 mil hab.
3304706;Santo Antônio de Pádua - RJ;   42594;Sudeste;Ate 50 mil hab.
3304755;São Francisco de Itabapoana - RJ;   42210;Sudeste;Ate 50 mil hab.
3304805;São Fidélis - RJ;   38710;Sudeste;Ate 50 mil hab.
3304904;São Gonçalo - RJ; 1091737;Sudeste;Acima de 500 mil hab.
3305000;São João da Barra - RJ;   36423;Sudeste;Ate 50 mil hab.
3305109;São João de Meriti - RJ;  472906;Sudeste;De 200 mil a 500 mil hab.
3305133;São José de Ubá - RJ;    7206;Sudeste;Ate 50 mil hab.
3305158;São José do Vale do Rio Preto - RJ;   21916;Sudeste;Ate 50 mil hab.
3305208;São Pedro da Aldeia - RJ;  106049;Sudeste;De 50 mil a 200 mil hab.
3305307;São Sebastião do Alto - RJ;    9387;Sudeste;Ate 50 mil hab.
3305406;Sapucaia - RJ;   18249;Sudeste;Ate 50 mil hab.
3305505;Saquarema - RJ;   90583;Sudeste;De 50 mil a 200 mil hab.
3305554;Seropédica - RJ;   83092;Sudeste;De 50 mil a 200 mil hab.
3305604;Silva Jardim - RJ;   21774;Sudeste;Ate 50 mil hab.
3305703;Sumidouro - RJ;   15667;Sudeste;Ate 50 mil hab.
3305752;Tanguá - RJ;   34610;Sudeste;Ate 50 mil hab.
3305802;Teresópolis - RJ;  184240;Sudeste;De 50 mil a 200 mil hab.
3305901;Trajano de Moraes - RJ;   10640;Sudeste;Ate 50 mil hab.
3306008;Três Rios - RJ;   82142;Sudeste;De 50 mil a 200 mil hab.
3306107;Valença - RJ;   76869;Sudeste;De 50 mil a 200 mil hab.
3306156;Varre-Sai - RJ;   11106;Sudeste;Ate 50 mil hab.
3306206;Vassouras - RJ;   37083;Sudeste;Ate 50 mil hab.
3306305;Volta Redonda - RJ;  273988;Sudeste;De 200 mil a 500 mil hab.
3500105;Adamantina - SP;   35111;Sudeste;Ate 50 mil hab.
3500204;Adolfo - SP;    3554;Sudeste;Ate 50 mil hab.
3500303;Aguaí - SP;   36648;Sudeste;Ate 50 mil hab.
3500402;Águas da Prata - SP;    8221;Sudeste;Ate 50 mil hab.
3500501;Águas de Lindóia - SP;   18808;Sudeste;Ate 50 mil hab.
3500550;Águas de Santa Bárbara - SP;    6109;Sudeste;Ate 50 mil hab.
3500600;Águas de São Pedro - SP;    3521;Sudeste;Ate 50 mil hab.
3500709;Agudos - SP;   37401;Sudeste;Ate 50 mil hab.
3500758;Alambari - SP;    6129;Sudeste;Ate 50 mil hab.
3500808;Alfredo Marcondes - SP;    4184;Sudeste;Ate 50 mil hab.
3500907;Altair - SP;    4186;Sudeste;Ate 50 mil hab.
3501004;Altinópolis - SP;   16203;Sudeste;Ate 50 mil hab.
3501103;Alto Alegre - SP;    4088;Sudeste;Ate 50 mil hab.
3501152;Alumínio - SP;   18767;Sudeste;Ate 50 mil hab.
3501202;Álvares Florence - SP;    3647;Sudeste;Ate 50 mil hab.
3501301;Álvares Machado - SP;   24998;Sudeste;Ate 50 mil hab.
3501400;Álvaro de Carvalho - SP;    5274;Sudeste;Ate 50 mil hab.
3501509;Alvinlândia - SP;    3237;Sudeste;Ate 50 mil hab.
3501608;Americana - SP;  242018;Sudeste;De 200 mil a 500 mil hab.
3501707;Américo Brasiliense - SP;   41032;Sudeste;Ate 50 mil hab.
3501806;Américo de Campos - SP;    5981;Sudeste;Ate 50 mil hab.
3501905;Amparo - SP;   72677;Sudeste;De 50 mil a 200 mil hab.
3502002;Analândia - SP;    5056;Sudeste;Ate 50 mil hab.
3502101;Andradina - SP;   57202;Sudeste;De 50 mil a 200 mil hab.
3502200;Angatuba - SP;   25479;Sudeste;Ate 50 mil hab.
3502309;Anhembi - SP;    6819;Sudeste;Ate 50 mil hab.
3502408;Anhumas - SP;    4144;Sudeste;Ate 50 mil hab.
3502507;Aparecida - SP;   36185;Sudeste;Ate 50 mil hab.
3502606;Aparecida d'Oeste - SP;    4158;Sudeste;Ate 50 mil hab.
3502705;Apiaí - SP;   24226;Sudeste;Ate 50 mil hab.
3502754;Araçariguama - SP;   22860;Sudeste;Ate 50 mil hab.
3502804;Araçatuba - SP;  198129;Sudeste;De 50 mil a 200 mil hab.
3502903;Araçoiaba da Serra - SP;   34776;Sudeste;Ate 50 mil hab.
3503000;Aramina - SP;    5655;Sudeste;Ate 50 mil hab.
3503109;Arandu - SP;    6365;Sudeste;Ate 50 mil hab.
3503158;Arapeí - SP;    2460;Sudeste;Ate 50 mil hab.
3503208;Araraquara - SP;  238339;Sudeste;De 200 mil a 500 mil hab.
3503307;Araras - SP;  135506;Sudeste;De 50 mil a 200 mil hab.
3503356;Arco-Íris - SP;    1773;Sudeste;Ate 50 mil hab.
3503406;Arealva - SP;    8613;Sudeste;Ate 50 mil hab.
3503505;Areias - SP;    3896;Sudeste;Ate 50 mil hab.
3503604;Areiópolis - SP;   11158;Sudeste;Ate 50 mil hab.
3503703;Ariranha - SP;    9761;Sudeste;Ate 50 mil hab.
3503802;Artur Nogueira - SP;   55340;Sudeste;De 50 mil a 200 mil hab.
3503901;Arujá - SP;   91157;Sudeste;De 50 mil a 200 mil hab.
3503950;Aspásia - SP;    1818;Sudeste;Ate 50 mil hab.
3504008;Assis - SP;  105087;Sudeste;De 50 mil a 200 mil hab.
3504107;Atibaia - SP;  144088;Sudeste;De 50 mil a 200 mil hab.
3504206;Auriflama - SP;   15253;Sudeste;Ate 50 mil hab.
3504305;Avaí - SP;    5436;Sudeste;Ate 50 mil hab.
3504404;Avanhandava - SP;   13859;Sudeste;Ate 50 mil hab.
3504503;Avaré - SP;   91232;Sudeste;De 50 mil a 200 mil hab.
3504602;Bady Bassitt - SP;   17761;Sudeste;Ate 50 mil hab.
3504701;Balbinos - SP;    5934;Sudeste;Ate 50 mil hab.
3504800;Bálsamo - SP;    9139;Sudeste;Ate 50 mil hab.
3504909;Bananal - SP;   10993;Sudeste;Ate 50 mil hab.
3505005;Barão de Antonina - SP;    3498;Sudeste;Ate 50 mil hab.
3505104;Barbosa - SP;    7468;Sudeste;Ate 50 mil hab.
3505203;Bariri - SP;   35558;Sudeste;Ate 50 mil hab.
3505302;Barra Bonita - SP;   36126;Sudeste;Ate 50 mil hab.
3505351;Barra do Chapéu - SP;    5760;Sudeste;Ate 50 mil hab.
3505401;Barra do Turvo - SP;    7632;Sudeste;Ate 50 mil hab.
3505500;Barretos - SP;  122833;Sudeste;De 50 mil a 200 mil hab.
3505609;Barrinha - SP;   33180;Sudeste;Ate 50 mil hab.
3505708;Barueri - SP;  276982;Sudeste;De 200 mil a 500 mil hab.
3505807;Bastos - SP;   20953;Sudeste;Ate 50 mil hab.
3505906;Batatais - SP;   62980;Sudeste;De 50 mil a 200 mil hab.
3506003;Bauru - SP;  379297;Sudeste;De 200 mil a 500 mil hab.
3506102;Bebedouro - SP;   77555;Sudeste;De 50 mil a 200 mil hab.
3506201;Bento de Abreu - SP;    3005;Sudeste;Ate 50 mil hab.
3506300;Bernardino de Campos - SP;   11158;Sudeste;Ate 50 mil hab.
3506359;Bertioga - SP;   64723;Sudeste;De 50 mil a 200 mil hab.
3506409;Bilac - SP;    8117;Sudeste;Ate 50 mil hab.
3506508;Birigui - SP;  124883;Sudeste;De 50 mil a 200 mil hab.
3506607;Biritiba Mirim - SP;   32936;Sudeste;Ate 50 mil hab.
3506706;Boa Esperança do Sul - SP;   15018;Sudeste;Ate 50 mil hab.
3506805;Bocaina - SP;   12452;Sudeste;Ate 50 mil hab.
3506904;Bofete - SP;   11921;Sudeste;Ate 50 mil hab.
3507001;Boituva - SP;   62170;Sudeste;De 50 mil a 200 mil hab.
3507100;Bom Jesus dos Perdões - SP;   25985;Sudeste;Ate 50 mil hab.
3507159;Bom Sucesso de Itararé - SP;    3984;Sudeste;Ate 50 mil hab.
3507209;Borá - SP;     838;Sudeste;Ate 50 mil hab.
3507308;Boracéia - SP;    4868;Sudeste;Ate 50 mil hab.
3507407;Borborema - SP;   16164;Sudeste;Ate 50 mil hab.
3507456;Borebi - SP;    2683;Sudeste;Ate 50 mil hab.
3507506;Botucatu - SP;  148130;Sudeste;De 50 mil a 200 mil hab.
3507605;Bragança Paulista - SP;  170533;Sudeste;De 50 mil a 200 mil hab.
3507704;Braúna - SP;    5741;Sudeste;Ate 50 mil hab.
3507753;Brejo Alegre - SP;    2889;Sudeste;Ate 50 mil hab.
3507803;Brodowski - SP;   25277;Sudeste;Ate 50 mil hab.
3507902;Brotas - SP;   24636;Sudeste;Ate 50 mil hab.
3508009;Buri - SP;   19965;Sudeste;Ate 50 mil hab.
3508108;Buritama - SP;   17281;Sudeste;Ate 50 mil hab.
3508207;Buritizal - SP;    4514;Sudeste;Ate 50 mil hab.
3508306;Cabrália Paulista - SP;    4243;Sudeste;Ate 50 mil hab.
3508405;Cabreúva - SP;   50429;Sudeste;De 50 mil a 200 mil hab.
3508504;Caçapava - SP;   95018;Sudeste;De 50 mil a 200 mil hab.
3508603;Cachoeira Paulista - SP;   33581;Sudeste;Ate 50 mil hab.
3508702;Caconde - SP;   19009;Sudeste;Ate 50 mil hab.
3508801;Cafelândia - SP;   17843;Sudeste;Ate 50 mil hab.
3508900;Caiabu - SP;    4193;Sudeste;Ate 50 mil hab.
3509007;Caieiras - SP;  102775;Sudeste;De 50 mil a 200 mil hab.
3509106;Caiuá - SP;    5946;Sudeste;Ate 50 mil hab.
3509205;Cajamar - SP;   77934;Sudeste;De 50 mil a 200 mil hab.
3509254;Cajati - SP;   28494;Sudeste;Ate 50 mil hab.
3509304;Cajobi - SP;   10596;Sudeste;Ate 50 mil hab.
3509403;Cajuru - SP;   26393;Sudeste;Ate 50 mil hab.
3509452;Campina do Monte Alegre - SP;    6057;Sudeste;Ate 50 mil hab.
3509502;Campinas - SP; 1213792;Sudeste;Acima de 500 mil hab.
3509601;Campo Limpo Paulista - SP;   85541;Sudeste;De 50 mil a 200 mil hab.
3509700;Campos do Jordão - SP;   52405;Sudeste;De 50 mil a 200 mil hab.
3509809;Campos Novos Paulista - SP;    4997;Sudeste;Ate 50 mil hab.
3509908;Cananéia - SP;   12541;Sudeste;Ate 50 mil hab.
3509957;Canas - SP;    5204;Sudeste;Ate 50 mil hab.
3510005;Cândido Mota - SP;   31346;Sudeste;Ate 50 mil hab.
3510104;Cândido Rodrigues - SP;    2799;Sudeste;Ate 50 mil hab.
3510153;Canitar - SP;    5292;Sudeste;Ate 50 mil hab.
3510203;Capão Bonito - SP;   47118;Sudeste;Ate 50 mil hab.
3510302;Capela do Alto - SP;   20985;Sudeste;Ate 50 mil hab.
3510401;Capivari - SP;   56379;Sudeste;De 50 mil a 200 mil hab.
3510500;Caraguatatuba - SP;  123389;Sudeste;De 50 mil a 200 mil hab.
3510609;Carapicuíba - SP;  403183;Sudeste;De 200 mil a 500 mil hab.
3510708;Cardoso - SP;   12349;Sudeste;Ate 50 mil hab.
3510807;Casa Branca - SP;   30520;Sudeste;Ate 50 mil hab.
3510906;Cássia dos Coqueiros - SP;    2505;Sudeste;Ate 50 mil hab.
3511003;Castilho - SP;   21267;Sudeste;Ate 50 mil hab.
3511102;Catanduva - SP;  122497;Sudeste;De 50 mil a 200 mil hab.
3511201;Catiguá - SP;    7855;Sudeste;Ate 50 mil hab.
3511300;Cedral - SP;    9346;Sudeste;Ate 50 mil hab.
3511409;Cerqueira César - SP;   20191;Sudeste;Ate 50 mil hab.
3511508;Cerquilho - SP;   49802;Sudeste;Ate 50 mil hab.
3511607;Cesário Lange - SP;   18375;Sudeste;Ate 50 mil hab.
3511706;Charqueada - SP;   17367;Sudeste;Ate 50 mil hab.
3511904;Clementina - SP;    8757;Sudeste;Ate 50 mil hab.
3512001;Colina - SP;   18535;Sudeste;Ate 50 mil hab.
3512100;Colômbia - SP;    6216;Sudeste;Ate 50 mil hab.
3512209;Conchal - SP;   28273;Sudeste;Ate 50 mil hab.
3512308;Conchas - SP;   18019;Sudeste;Ate 50 mil hab.
3512407;Cordeirópolis - SP;   24826;Sudeste;Ate 50 mil hab.
3512506;Coroados - SP;    6129;Sudeste;Ate 50 mil hab.
3512605;Coronel Macedo - SP;    4635;Sudeste;Ate 50 mil hab.
3512704;Corumbataí - SP;    4064;Sudeste;Ate 50 mil hab.
3512803;Cosmópolis - SP;   73474;Sudeste;De 50 mil a 200 mil hab.
3512902;Cosmorama - SP;    7298;Sudeste;Ate 50 mil hab.
